,entity_label,entity_text
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,"Sept. 14, 2021"
0,DATE,six months
0,DATE,"March 23, 2021"
0,DATE,winter
0,DATE,"Thursday, Oct. 28, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,Sunday
0,DATE,Sunday
0,DATE,September
0,DATE,"Feb. 5, 2021"
0,DATE,eight years ago
0,DATE,2021
0,DATE,2013
0,DATE,2021
0,DATE,2020
0,DATE,the end of the year
0,DATE,Sunday
0,DATE,2021
0,DATE,2021
0,DATE,winter
0,DATE,daily
0,DATE,Thursday
0,DATE,Saturday
0,DATE,"September 24, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,"March 8, 2013"
0,DATE,"this Oct. 5, 2021"
0,DATE,"December 10, 2021"
0,DATE,"March 1, 2021"
0,DATE,the next year and a half
0,DATE,14-month
0,DATE,2021
0,DATE,2021
0,DATE,every day
0,DATE,"Monday, Oct. 4, 2021"
0,DATE,March of 2020
0,DATE,weekend
0,DATE,last month
0,DATE,2021
0,DATE,2021
0,DATE,every day
0,DATE,"Monday, Oct. 4, 2021"
0,DATE,March of 2020
0,DATE,weekend
0,DATE,last month
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,last month
0,DATE,"Jan. 4, 2022"
0,DATE,weekly
0,DATE,"Tuesday, Nov. 17, 2020"
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,September
0,DATE,"Wednesday, May 25, 2016"
0,DATE,Nov. 4
0,DATE,Nov. 29
0,DATE,Nov. 30
0,DATE,Dec. 2
0,DATE,"this March 17, 2021"
0,DATE,Monday
0,DATE,Thursday
0,DATE,Nov. 5
0,DATE,Dec. 1
0,DATE,Dec. 9
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,"Oct. 27, 2021"
0,DATE,"Oct. 5, 2021"
0,DATE,Aug. 25
0,DATE,the summer
0,DATE,Nov. 2
0,DATE,Dec. 2
0,DATE,the start of October
0,DATE,"Aug. 16, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,Wednesday
0,DATE,last month
0,DATE,Wednesday
0,DATE,"Dec. 8, 2021"
0,DATE,the past few months
0,DATE,Tuesday
0,DATE,last week
0,DATE,"Thursday, Sept. 23, 2021"
0,DATE,last summer
0,DATE,last week
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,"Wednesday, Aug. 18, 2021"
0,DATE,Tuesday
0,DATE,3-year
0,DATE,2021
0,DATE,2021
0,DATE,the age of 5
0,DATE,Jan. 1
0,DATE,Monday
0,DATE,weekly
0,DATE,Dec. 27
0,DATE,2021
0,DATE,2021
0,DATE,2019
0,DATE,"Sept. 23, 2019"
0,DATE,2020
0,DATE,2020
0,DATE,today
0,DATE,October 2020
0,DATE,seven days
0,DATE,November
0,DATE,Friday
0,DATE,"Dec. 3, 2021"
0,DATE,the summer
0,DATE,the summer
0,DATE,earlier this year
0,DATE,last month
0,DATE,weekly
0,DATE,this week
0,DATE,Dec. 27
0,DATE,11-year-olds
0,DATE,Dec. 14
0,DATE,Dec. 27
0,DATE,11-year-old
0,DATE,Dec. 14
0,DATE,2021
0,DATE,2021
0,DATE,Sunday
0,DATE,the last year or so
0,DATE,July 
0,DATE,"15, 2021"
0,DATE,months
0,DATE,"Thursday, Nov. 4, 2021"
0,DATE,this winter
0,DATE,"Tuesday, Nov. 30, 2021"
0,DATE,March 2020
0,DATE,this winter
0,DATE,the holidays
0,DATE,2021
0,DATE,2021
0,DATE,December 5
0,DATE,Friday
0,DATE,Last May
0,DATE,"November 3, 2021"
0,DATE,Friday
0,DATE,yesterday
0,DATE,October
0,DATE,2021
0,DATE,2021
0,DATE,"Oct. 7, 2021"
0,DATE,"Oct. 14, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,November
0,DATE,Dec. 3
0,DATE,recent weeks
0,DATE,"Oct. 14, 2021"
0,DATE,the weeks ahead this winter
0,DATE,the days
0,DATE,weeks
0,DATE,Thursday
0,DATE,the summer
0,DATE,daily
0,DATE,"Dec. 2, 2021"
0,DATE,Thursday
0,DATE,today
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,the next 100 days
0,DATE,last month
0,DATE,up to 55 years
0,DATE,108 days
0,DATE,55 years
0,DATE,September
0,DATE,age 16
0,DATE,August
0,DATE,last month
0,DATE,2076
0,DATE,Thursday
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,"December 2, 2021"
0,DATE,Thursday
0,DATE,winter
0,DATE,"December 1, 2021"
0,DATE,Wednesday
0,DATE,October
0,DATE,"Wednesday, Dec. 1, 2021"
0,DATE,weeks
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,"Dec. 2, 2021"
0,DATE,"Dec. 2, 2021"
0,DATE,Thursday
0,DATE,"Dec. 2, 2021"
0,DATE,July 9
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,January
0,DATE,Friday
0,DATE,January
0,DATE,Friday
0,DATE,CHRISTMAS
0,DATE,"Nov. 3, 2021"
0,DATE,Today
0,DATE,Wednesday
0,DATE,"Nov. 30, 2021"
0,DATE,Tuesday
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,the year
0,DATE,"Monday, Nov. 29, 2021"
0,DATE,earlier this year
0,DATE,Six months ago
0,DATE,Tuesday
0,DATE,Monday
0,DATE,Thursday
0,DATE,2021
0,DATE,2021
0,DATE,nearly three quarters
0,DATE,"Wednesday, Feb. 3, 2021"
0,DATE,February
0,DATE,2021
0,DATE,2021
0,DATE,winter
0,DATE,Thursday
0,DATE,one day
0,DATE,no more than three days
0,DATE,September
0,DATE,three to five days
0,DATE,seven days
0,DATE,November
0,DATE,Thanksgiving
0,DATE,a quarter
0,DATE,October
0,DATE,the most recent month
0,DATE,the last 12 months
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,Tuesday
0,DATE,several months
0,DATE,this week
0,DATE,Tuesday
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,"Nov. 29, 2021"
0,DATE,Wednesday
0,DATE,"Nov. 29, 2021"
0,DATE,days
0,DATE,"Tuesday, Nov. 23, 2021"
0,DATE,Jan. 4
0,DATE,Nov. 12
0,DATE,Nov. 13
0,DATE,earlier this month
0,DATE,Dec. 8 to Jan. 4
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,this winter
0,DATE,Monday
0,DATE,just days
0,DATE,last week
0,DATE,Monday
0,DATE,every single day
0,DATE,today
0,DATE,the winter months
0,DATE,Last week
0,DATE,Monday
0,DATE,the weekend
0,DATE,2021
0,DATE,2021
0,DATE,Sunday
0,DATE,Sunday
0,DATE,"May 26, 2021"
0,DATE,two or three weeks
0,DATE,"Nov. 26, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,two weeks
0,DATE,Saturday
0,DATE,two weeks
0,DATE,Tuesday
0,DATE,the next 2 weeks
0,DATE,Saturday
0,DATE,between 3-7 days
0,DATE,14 days
0,DATE,Monday
0,DATE,November 29
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,September
0,DATE,Dec. 13
0,DATE,Jan. 12
0,DATE,March
0,DATE,"Friday, Sept. 3, 2021"
0,DATE,2005
0,DATE,"this Feb. 26, 2013"
0,DATE,Friday
0,DATE,"Friday, Nov. 5, 2021"
0,DATE,more than 18 months
0,DATE,last year
0,DATE,2021
0,DATE,2021
0,DATE,Saturday
0,DATE,Christmas
0,DATE,Saturday
0,DATE,"June 14, 2021"
0,DATE,"Monday, Nov. 15, 2021"
0,DATE,Christmas
0,DATE,"Friday, Nov. 12, 2021"
0,DATE,Friday
0,DATE,Monday
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,Saturday
0,DATE,October
0,DATE,October 2020
0,DATE,a few months
0,DATE,October
0,DATE,2021
0,DATE,2021
0,DATE,2020
0,DATE,"Monday, Oct. 4, 2021"
0,DATE,Friday
0,DATE,Earlier this week
0,DATE,"Tuesday, March 10, 2020"
0,DATE,Today
0,DATE,"Thursday, Nov. 4, 2021"
0,DATE,last year
0,DATE,daily
0,DATE,"November 12, 2021"
0,DATE,Saturday
0,DATE,Saturday
0,DATE,2021
0,DATE,2021
0,DATE,daily
0,DATE,Friday
0,DATE,the last two weeks
0,DATE,2020
0,DATE,September of this year
0,DATE,daily
0,DATE,daily
0,DATE,earlier this year
0,DATE,this summer
0,DATE,"Thursday, Sept. 16, 2021"
0,DATE,"Thursday, Oct. 28, 2021"
0,DATE,August
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,one hundred years ago
0,DATE,around 100 years
0,DATE,last summer
0,DATE,Last summer
0,DATE,Wednesday
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,Today
0,DATE,last week
0,DATE,this year
0,DATE,last year
0,DATE,"Tuesday, Aug. 31, 2021"
0,DATE,the winter months
0,DATE,"March 24, 2021"
0,DATE,the spring
0,DATE,the early summer months
0,DATE,Monday
0,DATE,seven-day
0,DATE,August
0,DATE,2021
0,DATE,2021
0,DATE,Nov. 22
0,DATE,September
0,DATE,Monday
0,DATE,Nov. 22
0,DATE,Wednesday
0,DATE,"Sunday, Nov. 21, 2021"
0,DATE,Wednesday
0,DATE,week
0,DATE,Wednesday
0,DATE,"Oct. 5, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,November 28
0,DATE,20-year
0,DATE,Nov. 22
0,DATE,September
0,DATE,Monday
0,DATE,2020
0,DATE,Monday
0,DATE,Nov. 4
0,DATE,Jan. 4
0,DATE,weekly
0,DATE,Nov. 12
0,DATE,Tuesday
0,DATE,Jan. 1 of this year
0,DATE,last year's
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,last week
0,DATE,last week
0,DATE,Saturday
0,DATE,November
0,DATE,weekly
0,DATE,2021
0,DATE,2021
0,DATE,the busy holiday season
0,DATE,Nov. 22
0,DATE,September
0,DATE,today
0,DATE,Monday
0,DATE,Thanksgiving
0,DATE,Earlier this month
0,DATE,Monday
0,DATE,Nov. 22
0,DATE,Thanksgiving
0,DATE,this year
0,DATE,single-year
0,DATE,2005
0,DATE,the holiday
0,DATE,2020
0,DATE,Thanksgiving
0,DATE,The busiest days
0,DATE,Tuesday
0,DATE,Wednesday
0,DATE,Thanksgiving
0,DATE,Sunday
0,DATE,this year
0,DATE,Thanksgiving
0,DATE,this holiday
0,DATE,2021
0,DATE,2021
0,DATE,Thanksgiving
0,DATE,Thanksgiving
0,DATE,Thanksgiving
0,DATE,the first day
0,DATE,"September 13, 2021"
0,DATE,Thanksgiving
0,DATE,its 20th month
0,DATE,second holiday season
0,DATE,Thanksgiving
0,DATE,Thanksgiving
0,DATE,2021
0,DATE,Thanksgiving
0,DATE,Thanksgiving
0,DATE,Thanksgiving
0,DATE,this year
0,DATE,"Thursday, Nov. 4, 2021"
0,DATE,Thanksgiving
0,DATE,Sunday
0,DATE,Thanksgiving
0,DATE,Thanksgiving holiday
0,DATE,This Week
0,DATE,Sunday
0,DATE,Thanksgiving
0,DATE,last week
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,Friday
0,DATE,next week
0,DATE,August
0,DATE,Friday
0,DATE,August
0,DATE,this week
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,Thursday
0,DATE,November
0,DATE,Thursday
0,DATE,earlier this month
0,DATE,36 days
0,DATE,November
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,November
0,DATE,"Wednesday, Oct. 20, 2021"
0,DATE,three-day
0,DATE,Wednesday
0,DATE,November
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,this week
0,DATE,Tuesday
0,DATE,46-24
0,DATE,2021
0,DATE,2021
0,DATE,"Tuesday, Jan. 26, 2021"
0,DATE,"this March 2, 2021"
0,DATE,Jan. 4
0,DATE,"November 3, 2021"
0,DATE,earlier this month
0,DATE,Dec. 8 to Jan. 4
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,"Sept. 14, 2020"
0,DATE,every day
0,DATE,earlier this month
0,DATE,"June 23, 2021"
0,DATE,over 30 years
0,DATE,"Monday, Sept. 14, 2020"
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,Jan. 4
0,DATE,weekly
0,DATE,Today
0,DATE,early December
0,DATE,earlier this month
0,DATE,Nov. 16
0,DATE,20 day
0,DATE,as early as December
0,DATE,20-day
0,DATE,the end of the 20 days
0,DATE,September
0,DATE,weekly
0,DATE,"June 23, 2021"
0,DATE,last week
0,DATE,Last week
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,Monday
0,DATE,January
0,DATE,"Nov. 15, 2021"
0,DATE,recent months
0,DATE,August
0,DATE,90-day
0,DATE,"Monday, Nov. 15, 2021"
0,DATE,December 2019
0,DATE,"this Feb. 3, 2021"
0,DATE,2022
0,DATE,August
0,DATE,2022
0,DATE,February
0,DATE,2021
0,DATE,2021
0,DATE,Jan. 4
0,DATE,weekly
0,DATE,"November 01, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,"Jan. 16, 2018"
0,DATE,the winter months
0,DATE,earlier this month
0,DATE,just months
0,DATE,Sept. 9
0,DATE,last week
0,DATE,June
0,DATE,the day
0,DATE,2021
0,DATE,2021
0,DATE,the winter season
0,DATE,weekly
0,DATE,Sunday
0,DATE,"July 15, 2021"
0,DATE,"Nov. 3, 2021"
0,DATE,months
0,DATE,2021
0,DATE,2021
0,DATE,"Jan. 4, 2022"
0,DATE,Friday
0,DATE,"Monday, Nov. 8, 2021"
0,DATE,Today
0,DATE,Last week
0,DATE,DC - AUGUST
0,DATE,"August 16, 2021"
0,DATE,two weeks
0,DATE,two-decade
0,DATE,Nov. 4
0,DATE,September
0,DATE,"Wednesday, Sept. 22, 2021"
0,DATE,next year
0,DATE,Friday
0,DATE,7-day
0,DATE,daily
0,DATE,February
0,DATE,2021
0,DATE,2021
0,DATE,Sept. 9
0,DATE,Nov. 22
0,DATE,Nov. 8
0,DATE,Nov. 8
0,DATE,"March 21, 2021"
0,DATE,Jan. 20
0,DATE,the coming weeks
0,DATE,November 22nd
0,DATE,September
0,DATE,Fiscal Year 2021
0,DATE,recent months
0,DATE,two years
0,DATE,2021
0,DATE,2021
