,entity_label,entity_text
12,PERCENT,88%
12,PERCENT,80%
12,PERCENT,70%
12,PERCENT,70%
12,PERCENT,An estimated 90%
12,PERCENT,73%
12,PERCENT,an estimated 90%
12,PERCENT,60%
12,PERCENT,29%
12,PERCENT,just 2%
12,PERCENT,About 40%
13,MONEY,$29 trillion
13,MONEY,$3 trillion
13,MONEY,over $6
14,QUANTITY,a gallon
14,QUANTITY,at least 40 kilograms
14,QUANTITY,about 88 pounds
